exposure	outcome	kettunen_b	kettunen_se	kettunen_p	interval_b	interval_se	interval_p	meta_p	observational_b	observational_se	observational_p	UKB_b	UKB_se	UKB_p	meta_direction	metabolite	ng_anno_label	INTERVAL_label	UKB_label	ng_anno_raw.label	ng_anno_class	ng_anno_subclass	ng_anno_label.no.units	ng_anno_derived
whr	Total fatty acids (mmol/l)	0.138432493068234	0.0591695556442269	0.0193049262973975	0.20153322335166	0.043382229598702	3.39213023437618e-06	1.14869859947205e-06	0.503021327576583	0.0340408806306103	5.60460769347917e-48	0.323272148546268	0.0946814420156764	0.000639428969818536	+ + + + +	totalfa	totfa	totfa	totalfa	Total fatty acids (mmol/l)	Fatty acids	Fatty acids	Total fatty acids	no
whr	Valine (mmol/l)	0.195088758035914	0.0412098137367367	2.20098233902666e-06	0.174064982718657	0.0307601466414679	1.52450518388735e-08	1.07459045180537e-12	0.00754841687383043	0.000492875434538456	2.70284196004961e-51	0.164994670719983	0.111674876683717	0.139553554536478	+ + + + +	val	val	val	val	Valine (mmol/l)	Amino acids	Branched-chain amino acids	Valine	no
whr	Mean diameter for VLDL particles (nm)	0.257109678048858	0.0548040367571265	2.71292999788261e-06	0.373023753552423	0.0462236464310837	7.03115367846032e-16	9.29115836063608e-20	0.48016081388974	0.019319815499019	1.05337397775983e-125	0.627402170134994	0.165780891279643	0.00015400152129674	+ + + + +	vldlsize	vldld	vldld	vldlsize	Mean diameter for VLDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	VLDL particles size	no
whr	Total lipids in very large VLDL (mmol/l)	0.242190933425756	0.0527596792299168	4.42280803304419e-06	0.345825350716796	0.0441293900337439	4.62828490941934e-15	9.48484845247685e-19	0.0187759679293365	0.000856756704966428	7.29299979692453e-100	0.627932799047033	0.164305392298995	0.000132512351250663	+ + + + +	xlvldll	xlvldll	xlvldll	xlvldll	Total lipids in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Total lipids	no
whr	Concentration of very large VLDL particles (mol/l)	0.252350669247958	0.0514832447417117	9.50555093010048e-07	0.0793127581914875	0.039094066501486	0.0424820118754438	7.27872136757872e-07	1.84986736744265e-10	8.6675713165552e-12	4.15414583428167e-95	0.633679109270187	0.164812343278126	0.000120625094896018	+ + + + +	xlvldlp	xlvldlp	xlvldlp	xlvldlp	Concentration of very large VLDL particles (mol/l)	Lipoprotein subclasses	Very large VLDL	Particle concentration	no
whr	Phospholipids in very large VLDL (mmol/l)	0.272425128690511	0.0515082337046526	1.23011946217198e-07	0.0793127581914875	0.039094066501486	0.0424820118754438	1.04879922356176e-07	0.00304107511517708	0.000142741129601832	8.45365282283141e-95	0.62099052136032	0.162349325228631	0.000130757856896772	+ + + + +	xlvldlpl	xlvldlpl	xlvldlpl	xlvldlpl	Phospholipids in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Phospholipids	no
whr	Triglycerides in very large VLDL (mmol/l)	0.264954998951879	0.0512466148217449	2.33849672518601e-07	0.14800845291797	0.0390165380144704	0.000148550658061171	8.71352336722299e-10	0.0120604838532119	0.000542806340009195	2.01254292011039e-102	0.615202816869457	0.164664408962788	0.000186895833363368	+ + + + +	xlvldltg	xlvldltg	xlvldltg	xlvldltg	Triglycerides in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Triglycerides	no
whr	Total lipids in very small VLDL (mmol/l)	0.209354782054496	0.0513586082327265	4.57515152892987e-05	0.207651715267255	0.0464291713506908	7.73318516860513e-06	8.05340546072141e-09	0.0308971410026159	0.00197829686307319	3.30374743362206e-53	0.268643091024245	0.0783830338146701	0.000609588850036503	+ + + + +	xsvldll	xsvldll	xsvldll	xsvldll	Total lipids in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Total lipids	no
whr	Triglycerides in very small VLDL (mmol/l)	0.288290993517527	0.0560775428286133	2.73374859923186e-07	0.296574428947652	0.0437205934688954	1.17377166417219e-11	1.32461165195548e-16	0.0117598640477508	0.000528533522036434	1.09399589972479e-102	0.450593515353123	0.128327668971698	0.000445965684579403	+ + + + +	xsvldltg	xsvldltg	xsvldltg	xsvldltg	Triglycerides in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Triglycerides	no
whr	Total lipids in chylomicrons and extremely large VLDL (mmol/l)	0.237502503406038	0.0500761899346051	2.10760447570764e-06	0.313602395923787	0.0433321123497566	4.58102260865482e-13	4.10159568477457e-17	0.00667010298309981	0.000322840134494987	1.41987527118124e-89	0.568356425531796	0.15866744454976	0.000340894490185117	+ + + + +	xxlvldll	xxlvldll	xxlvldlfc_	xxlvldll	Total lipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Total lipids	no
whr	Concentration of chylomicrons and extremely large VLDL particles (mol/l)	0.205088878191821	0.0484694502601617	2.3234254548401e-05	0.182449854110334	0.036949544458626	7.90044951675703e-07	4.72138470520136e-10	3.02838237744202e-11	1.49498263664598e-12	2.31016485738619e-86	0.562233604876111	0.161329434624617	0.000492131053889687	+ + + + +	xxlvldlp	xxlvldlp	xxlvldlp	xxlvldlp	Concentration of chylomicrons and extremely large VLDL particles (mol/l)	Lipoprotein subclasses	Extremely large VLDL	Particle concentration	no
whr	Phospholipids in chylomicrons and extremely large VLDL (mmol/l)	0.259023200756735	0.0483383535510924	8.3895245098503e-08	0.182449854110334	0.036949544458626	7.90044951675703e-07	2.07756998584731e-12	0.000814487321965136	3.99289021449693e-05	1.75389328893838e-87	0.568472005719362	0.161671639467123	0.000437748774580676	+ + + + +	xxlvldlpl	xxlvldlpl	xxlvldlpl	xxlvldlpl	Phospholipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Phospholipids	no
whr	Apolipoprotein A-I (g/l)	-0.142515248262439	0.0465325560676137	0.0021935001841128	-0.183212768303924	0.0391330487132515	2.84378878358839e-06	1.24087266756064e-07	-0.0339724185444936	0.00273280435342394	9.47558641456549e-35	-0.358970505562191	0.0962523439657392	0.000191880763145846	- - - - -	apoa1	apoa1	apoa1	apoa1	Apolipoprotein A-I (g/l)	Apolipoproteins	Apolipoproteins	Apolipoprotein A-I	no
whr	Glutamine (mmol/l)	-0.129779283630686	0.0394294563939011	0.000996795287866009	-0.174320167607965	0.0315738339198092	3.37013165303098e-08	8.43752978332011e-10	-0.00819614014164419	0.000967530281293699	3.52748482084563e-17	-0.248715675938417	0.0618282702460235	5.75383456095537e-05	- - - - -	gln	gln	gln	gln	Glutamine (mmol/l)	Amino acids	Amino acids	Glutamine	no
whr	Total cholesterol in HDL (mmol/l)	-0.321112738139771	0.0502495178156311	1.65490721836384e-10	-0.282269697523496	0.0455028212304398	5.52754878080838e-10	4.10161152404831e-18	-0.0987503407016589	0.00481409693126058	2.16215489901026e-88	-0.559187009871542	0.130716473127105	1.88697088243023e-05	- - - - -	hdlc	hdlc	hdlc	hdlc	Total cholesterol in HDL (mmol/l)	Cholesterol	Cholesterol	HDL C	no
whr	Mean diameter for HDL particles (nm)	-0.355130466058854	0.0532878792321408	2.65792112294736e-11	-0.381513280759977	0.0471955581845546	6.28466519804308e-16	1.00816427947578e-24	-0.0963885471877047	0.0035070966891066	9.83104741301889e-151	-0.664338726783245	0.143054652236458	3.41809454395627e-06	- - - - -	hdlsize	hdld	hdld	hdlsize	Mean diameter for HDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	HDL particles size	no
whr	Total cholesterol in large HDL (mmol/l)	-0.375464389378196	0.0536732871811929	2.64563788972342e-12	-0.205032193973413	0.0406112504305097	4.44931318004726e-07	4.97730028011077e-17	-0.0705801423051384	0.00269915656281303	8.03279363939709e-138	-0.679385654628695	0.14886760001647	5.02621556991334e-06	- - - - -	lhdlc	lhdlc	lhdlc	lhdlc	Total cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total cholesterol	no
whr	Cholesterol esters in large HDL (mmol/l)	-0.356595792287166	0.0549731017717036	8.77180187300834e-11	-0.205032193973413	0.0406112504305097	4.44931318004726e-07	1.51361239677339e-15	-0.0538302600061736	0.00206336275660406	3.01021296031981e-137	-0.687276730533861	0.150916089039522	5.26272925594435e-06	- - - - -	lhdlce	lhdlce	lhdlce	lhdlce	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters	no
whr	Free cholesterol in large HDL (mmol/l)	-0.382011676352421	0.0536133300307816	1.03845571314541e-12	-0.413656529967529	0.0452460184158092	6.10897916390633e-20	4.62059720782555e-30	-0.0167714286768903	0.000637309300233022	2.05321451224774e-139	-0.644758119891186	0.140243742071285	4.27773297893001e-06	- - - - -	lhdlfc	lhdlfc	lhdlfc	lhdlfc	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol	no
whr	Total lipids in large HDL (mmol/l)	-0.361441948709421	0.0551702558905316	5.70033750124922e-11	-0.325381842331241	0.0475712229347189	7.92550557773856e-12	2.26562738990532e-20	-0.124152154976762	0.00499642147794835	1.17255583217302e-125	-0.645556877586218	0.141844375140469	5.33501856502532e-06	- - - - -	lhdll	lhdll	lhdll	lhdll	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids	no
whr	Total cholesterol in medium HDL (mmol/l)	-0.176546035071971	0.0473953851943149	0.000195344217067372	-0.240206785867217	0.0418687467907525	9.62896941497082e-09	5.26655425405179e-11	-0.00848473707897665	0.00134579375832401	3.24944890081456e-10	-0.437327479211632	0.1143767170751	0.000131532782404706	- - - - -	mhdlc	mhdlc	mhdlc	mhdlc	Total cholesterol in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total cholesterol	no
whr	Cholesterol esters in medium HDL (mmol/l)	-0.17094418196052	0.0482338184258688	0.000393995878833911	-0.240206785867217	0.0418687467907525	9.62896941497082e-09	1.035611590822e-10	-0.00713571550903961	0.00106933350100482	2.90154542208313e-11	-0.446176228659019	0.117055836334571	0.000138040575519314	- - - - -	mhdlce	mhdlce	mhdlce	mhdlce	Cholesterol esters in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Cholesterol esters	no
whr	Free cholesterol in medium HDL (mmol/l)	-0.164848334005597	0.0447117498672139	0.000226990873457023	-0.199347748664759	0.0379212815538342	1.46517284530192e-07	8.35666730224365e-10	-0.00134858469062216	0.00029223105434414	4.07619165337184e-06	-0.39178131047101	0.101525527886974	0.000113878100389924	- - - - -	mhdlfc	mhdlfc	mhdlfc	mhdlfc	Free cholesterol in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Free cholesterol	no
whr	Total lipids in medium HDL (mmol/l)	-0.117908127299901	0.0456208778318254	0.00975143008288263	-0.0733536470364199	0.0377970016215015	0.0522914462604806	0.00437572699226011	-0.00553985025284059	0.00255334353458563	0.0301008273119826	-0.313123584872688	0.0918831915845112	0.000654783125504147	- - - - -	mhdll	mhdll	mhdll	mhdll	Total lipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total lipids	no
whr	Free cholesterol in very large HDL (mmol/l)	-0.256827544706182	0.0456330661873566	1.82203488576375e-08	-0.0885799289336738	0.0331071460197491	0.00746060418366865	3.22421680217724e-09	-0.00993029811320593	0.000441084841711344	6.24152561723402e-105	-0.536855102334919	0.11778204620678	5.16335717073336e-06	- - - - -	xlhdlfc	xlhdlfc	xlhdlfc	xlhdlfc	Free cholesterol in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Free cholesterol	no
whr	Total lipids in very large HDL (mmol/l)	-0.241063276068807	0.0462546532871745	1.87163786017366e-07	-0.3108204786387	0.0426048972496117	2.97736151923532e-13	2.52624810202556e-18	-0.0779911824012184	0.00341691886136518	1.30287141689127e-107	-0.614005701878732	0.131920690230036	3.24996714420421e-06	- - - - -	xlhdll	xlhdll	xlhdll	xlhdll	Total lipids in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Total lipids	no
whr	Concentration of very large HDL particles (mol/l)	-0.270536224440918	0.0481536129702051	1.92966436440935e-08	-0.316437969515533	0.0464885025470689	9.9793056400033e-12	8.49102354206841e-18	-6.83927827843461e-08	2.87517141168139e-09	4.65824713839177e-116	-0.564467895933473	0.118750641580681	2.00035759587532e-06	- - - - -	xlhdlp	xlhdlp	xlhdlp	xlhdlp	Concentration of very large HDL particles (mol/l)	Lipoprotein subclasses	Very large HDL	Particle concentration	no
whr	Phospholipids in very large HDL (mmol/l)	-0.318819662981324	0.0495291833525704	1.21852915223835e-10	-0.316437969515533	0.0464885025470689	9.9793056400033e-12	5.97773641526834e-20	-0.044102743146389	0.00177326870311099	7.25923131023306e-126	-0.622943400732134	0.134210899773286	3.45845244853142e-06	- - - - -	xlhdlpl	xlhdlpl	xlhdlpl	xlhdlpl	Phospholipids in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Phospholipids	no
bf	Phenylalanine (mmol/l)	0.250788513268398	0.13920982298001	0.0716218255039712	0.261711762448488	0.0877572959170061	0.00286164154630098	0.00194558887158829	0.00110533859679322	0.000103803245917845	4.43058123401811e-26	0.150060412455952	0.0782631303236042	0.0551892650136512	+ + + + +	phe	phe	phe	phe	Phenylalanine (mmol/l)	Amino acids	Aromatic amino acids	Phenylalanine	no
bf	Pyruvate (mmol/l)	0.0255206202780384	0.134655761257068	0.849681437912326	0.0734816161141834	0.139808187634176	0.59917394739671	0.852803630506129	0.00599857745745701	0.000506900122170571	1.04212338410437e-31	0.0832138153758869	0.0623820937341389	0.182224334038414	+ + + + +	pyruvate	pyr	pyr	pyruvate	Pyruvate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Pyruvate	no
bf	Tyrosine (mmol/l)	0.183260543711838	0.145712515422884	0.208505453948933	0.206835826828503	0.0843955914775378	0.0142543297905488	0.0202652557657464	0.00261453366429245	0.000188239914710406	9.82078431720506e-43	0.319047520524734	0.128201862379062	0.0128234882889068	+ + + + +	tyr	tyr	tyr	tyr	Tyrosine (mmol/l)	Amino acids	Aromatic amino acids	Tyrosine	no
bf	Valine (mmol/l)	0.00507678467994834	0.220075034863236	0.981595691296732	0.109808348338156	0.165073067337147	0.505915824192855	0.844208658639545	0.00760059132525468	0.000485929206857273	2.34717473153499e-53	0.282996257197595	0.100634146479004	0.00492146768570314	+ + + + +	val	val	val	val	Valine (mmol/l)	Amino acids	Branched-chain amino acids	Valine	no
bf	Albumin  (signal area)	-0.0414388520888249	0.214190644150037	0.846593135606731	-0.140127142457451	0.0623324720156836	0.0245723587060701	0.101365093409245	-0.000303212104608097	7.33381979604564e-05	3.64180160165008e-05	-0.175484421408384	0.0774587479200979	0.0234807257546382	- - - - -	albumin	alb	alb	albumin	Albumin  (signal area)	Fluid balance	Fluid balance	Albumin	no
bf	Histidine (mmol/l)	-0.159854508004206	0.167248798949652	0.339179010913533	-0.0885949287642728	0.0488687627124629	0.0698448824216321	0.112354310170175	-0.000662100829110585	0.000194304654456728	0.000662916643002564	-0.038169614240054	0.0760991608881366	0.61596486652324	- - - - -	his	his	his	his	Histidine (mmol/l)	Amino acids	Amino acids	Histidine	no
bf	Cholesterol esters in very large HDL (mmol/l)	-0.0454772360020322	0.194704487882406	0.815318386371805	-0.389445493894636	0.372539824098982	0.295847608946291	0.584231684134666	-0.0211136900215461	0.00122674383490592	8.65028340622551e-64	-0.268696742107709	0.143709499682676	0.0615225015150993	- - - - -	xlhdlce	xlhdlce	xlhdlce	xlhdlce	Cholesterol esters in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Cholesterol esters	no
bf	Triglycerides in very large HDL (mmol/l)	-0.145247439249945	0.169462299180328	0.391385373394331	-0.421367440786362	0.264153959377624	0.110676790306341	0.179299033639076	-0.000822219194489044	0.000118159212524386	4.08604627182731e-12	-0.0239875789624385	0.0735309391232386	0.744254659311788	- - - - -	xlhdltg	xlhdltg	xlhdltg	xlhdltg	Triglycerides in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Triglycerides	no
